student_id,marks,study_hours_per_week,attendance_percent,previous_year_marks,assignments_submitted,extracurricular_score,parental_education_level,school_type,result
5391,47,2.13,96,35,4,4,3,private,0
5392,63,2.34,85,68,4,3,2,public,1
5393,62,0.34,80,74,7,8,3,private,1
5394,63,8.9,86,77,10,10,3,public,1
5395,35,8.14,95,23,6,7,1,private,1
5396,74,24.68,93,74,1,7,1,private,1
5397,64,3.52,98,53,1,2,2,private,0
5398,73,5.56,92,82,5,3,1,private,0
5399,26,0.91,95,28,5,9,1,private,0
5400,66,4.4,86,78,8,10,2,public,1
5401,39,4.2,86,44,8,1,2,private,0
5402,53,9.26,78,44,7,3,3,public,1
5403,70,7.11,96,71,6,2,1,public,0
5404,62,11.15,91,55,7,5,4,public,1
5405,45,8.13,100,34,3,5,1,private,0
5406,60,8.12,99,55,10,10,3,private,1
5407,32,0.26,88,34,7,2,3,private,1
5408,81,7.48,92,71,4,3,2,private,0
5409,56,3.74,87,57,8,8,4,public,0
5410,80,1.92,85,67,3,3,0,private,0
5411,51,0.23,73,32,3,3,2,public,0
5412,51,4.53,83,69,5,1,1,public,0
5413,46,1.59,81,42,3,0,2,public,0
5414,76,2.52,73,74,8,6,0,public,0
5415,47,4.58,88,43,3,5,2,private,0
5416,72,9.71,88,77,6,1,2,private,0
5417,53,6.98,78,55,6,7,1,public,0
5418,24,2.4,98,33,9,1,3,private,0
5419,50,1.96,69,53,7,2,4,private,0
5420,39,1.1,81,39,7,2,1,private,0
5421,61,1.86,93,71,2,0,2,private,0
5422,39,0.47,78,35,8,7,2,private,0
5423,77,14.18,96,76,8,10,2,public,1
5424,58,3.41,90,55,7,8,1,private,1
5425,57,0.55,90,71,6,8,2,private,0
5426,72,1.74,87,75,6,0,2,private,0
5427,77,3.17,85,78,9,10,2,private,0
5428,60,3.04,89,38,2,10,2,public,1
5429,46,0.14,64,50,7,1,3,private,0
5430,28,12.05,97,35,6,10,2,public,0
5431,48,1.29,64,57,4,6,2,public,0
5432,49,0.07,91,47,9,8,3,private,0
5433,62,0.32,83,69,10,5,0,private,0
5434,54,3.47,96,59,3,2,4,public,1
5435,72,0.59,80,52,10,10,2,private,0
5436,49,0.17,80,60,2,7,3,private,0
5437,59,1.91,85,57,5,4,2,private,0
5438,81,3.9,87,83,10,9,3,public,0
5439,66,0.47,86,60,4,0,2,private,0
5440,59,1.5,96,66,8,4,1,public,0
5441,49,2.16,98,53,7,6,2,private,0
5442,49,0.69,85,32,8,5,0,public,0
5443,45,2.82,87,38,5,1,4,public,0
5444,50,0.36,93,64,5,9,3,public,0
5445,74,0.19,82,82,5,2,4,private,1
5446,56,2.93,96,53,10,1,2,public,1
5447,36,1.14,92,33,4,4,1,private,0
5448,92,0.4,97,83,2,7,4,private,0
5449,66,2.21,94,58,8,9,2,private,0
5450,35,9.87,89,37,6,6,0,private,0
5451,52,5.15,85,68,6,6,0,private,0
5452,62,6.76,100,59,7,5,1,private,0
5453,91,8.22,88,91,5,0,3,public,0
5454,40,14.39,97,33,3,0,0,private,0
5455,78,5.76,83,77,5,3,3,public,0
5456,85,3.75,96,88,4,7,1,public,1
5457,49,1.82,71,68,5,0,3,public,0
5458,55,0.8,76,67,4,4,2,public,0
5459,41,4.64,85,53,9,5,3,public,1
5460,56,21.15,83,51,4,0,3,private,0
5461,59,2.52,92,50,9,10,3,private,0
5462,72,5.14,97,72,5,6,0,public,0
5463,80,2.73,86,74,10,3,3,private,1
5464,47,2.26,90,43,5,7,2,public,0
5465,25,2.11,93,28,9,9,4,private,0
5466,60,2.81,90,66,5,8,1,public,0
5467,65,1.83,79,77,4,2,2,private,0
5468,64,5.53,95,69,9,9,1,private,0
5469,54,8.29,74,55,10,3,4,public,1
5470,62,8.58,88,54,5,5,2,private,1
5471,87,1.03,90,99,7,9,3,private,0
5472,67,9.05,81,75,3,1,4,public,0
5473,53,1.67,93,49,10,4,3,private,0
5474,51,1.48,73,59,5,0,4,private,1
5475,57,5.19,92,58,9,2,2,private,0
5476,89,1.45,72,100,9,9,2,private,0
5477,57,0.22,94,55,5,3,3,public,0
5478,60,1.87,78,58,3,6,2,private,1
5479,51,5.11,96,35,7,9,2,public,1
5480,80,1.58,84,75,6,1,3,public,1
5481,95,3.97,86,100,4,5,2,private,0
5482,68,4.32,90,95,5,0,3,public,1
5483,61,5.29,78,65,10,5,4,public,1
5484,61,9.1,85,56,9,0,3,public,0
5485,17,2.27,87,14,3,4,4,private,1
5486,73,0.73,86,73,4,1,1,private,0
5487,62,1.54,67,59,4,5,4,private,1
5488,68,2.26,97,76,6,8,3,public,0
5489,47,5.01,99,33,5,0,1,private,0
5490,53,0.05,87,53,5,1,2,private,0
5491,53,1.52,90,71,3,9,4,private,0
5492,78,6.05,100,88,7,3,2,public,1
5493,53,4.45,92,73,8,0,4,private,0
5494,97,5.26,91,96,7,2,4,private,1
5495,68,6.68,98,62,3,5,3,private,0
5496,37,6.12,91,40,8,6,1,private,1
5497,58,4.59,91,50,4,2,3,public,0
5498,48,2.32,88,43,7,0,1,private,0
5499,21,16.44,80,19,4,10,2,private,0
5500,89,3.37,73,100,3,9,1,private,0
5501,73,0.91,71,82,5,7,3,public,0
5502,70,1.39,84,75,5,3,3,public,1
5503,63,4.73,74,64,5,3,1,private,0
5504,35,10.35,65,53,2,6,4,public,0
5505,51,0.79,76,55,10,5,1,private,0
5506,75,0.34,95,66,10,10,0,private,0
5507,41,8.53,93,43,5,5,2,public,1
5508,14,9.87,71,5,4,7,2,public,0
5509,56,1.29,95,51,8,10,2,private,0
5510,57,1.89,94,71,7,2,2,private,1
5511,62,4.32,96,65,9,4,0,private,0
5512,73,1.6,94,74,5,2,3,private,0
5513,71,8.39,85,74,6,9,2,public,1
5514,65,0.46,83,64,4,0,3,private,0
5515,82,0.15,83,61,7,7,1,public,0
5516,33,0.94,77,40,7,3,2,private,0
5517,69,1.35,97,76,1,6,3,private,0
5518,71,0.48,100,73,8,6,1,private,0
5519,38,0.27,98,31,8,3,2,public,0
5520,33,5.64,89,51,6,8,4,public,0
5521,47,0.72,88,42,9,1,2,public,0
5522,48,9.81,98,40,5,9,2,public,0
5523,74,1.84,92,75,4,2,4,private,0
5524,49,4.44,67,56,4,7,2,public,0
5525,45,1.02,76,50,10,1,1,public,0
5526,49,1.1,82,55,3,10,2,public,0
5527,80,3.42,87,92,5,5,1,public,0
5528,60,3.29,93,63,0,10,1,private,0
5529,57,5.86,79,70,3,4,2,private,0
5530,58,5.67,82,63,5,7,2,private,0
5531,83,4.44,91,82,8,2,2,private,1
5532,47,2.39,92,43,4,9,2,private,0
5533,84,8.85,96,98,5,1,2,private,1
5534,64,3.9,94,71,9,2,2,private,0
5535,57,18.5,97,54,5,0,1,public,1
5536,100,6.85,81,96,5,2,1,private,0
5537,41,0.18,93,31,6,4,2,private,0
5538,54,1.55,92,71,6,3,2,public,0
5539,38,3.39,93,43,6,6,1,private,0
5540,77,5.11,95,92,4,1,1,public,0
5541,90,3.2,79,100,4,8,4,public,0
5542,90,6.17,90,100,5,0,1,private,0
5543,82,1.33,93,78,7,8,1,private,0
5544,56,0.81,89,85,3,9,2,private,0
5545,53,0.22,85,61,5,6,3,public,0
5546,30,3.41,71,18,4,8,2,private,1
5547,97,4.67,80,100,10,1,0,private,0
5548,68,1.58,73,69,4,9,1,public,0
5549,51,3.8,97,55,7,5,4,private,0
5550,84,0.21,92,87,3,5,2,private,0
5551,42,0.42,88,48,4,3,2,public,0
5552,67,4.84,89,60,7,3,2,private,1
5553,57,1.84,87,60,2,10,2,private,1
5554,71,4.45,99,67,10,5,2,private,0
5555,59,7.13,84,61,5,10,1,private,1
5556,34,7.66,89,32,6,9,2,private,0
5557,61,0.76,91,57,4,5,2,public,0
5558,79,2.66,94,87,3,4,3,public,1
5559,59,5.3,99,64,5,1,2,private,1
5560,74,5.95,99,78,10,1,3,public,0
5561,41,6.14,91,37,6,0,4,public,0
5562,60,1.04,87,66,6,9,2,public,1
5563,49,0.86,99,49,10,5,1,private,0
5564,73,3.57,89,69,6,5,1,public,0
5565,61,5.41,70,71,6,0,1,public,0
5566,72,1.54,93,80,3,2,4,public,0
5567,80,0.44,81,50,10,10,2,public,1
5568,72,5.05,92,51,7,2,3,private,0
5569,65,1.42,99,81,6,3,2,private,1
5570,42,0.73,77,30,6,7,1,private,0
5571,60,0.64,83,47,4,8,2,private,0
5572,50,1.51,90,49,6,5,2,private,0
5573,54,3.59,95,57,8,2,0,public,1
5574,53,1.78,92,48,8,2,1,public,1
5575,42,0.08,97,11,6,8,2,private,0
5576,25,0.41,96,27,9,4,2,private,0
5577,48,1.37,86,66,5,6,2,private,0
5578,63,4.31,93,49,3,5,1,public,0
5579,36,0.41,95,52,4,3,2,public,0
5580,60,3.29,81,57,3,8,4,public,0
5581,94,0.51,80,100,5,1,2,private,0
5582,78,0.95,99,84,5,6,1,public,0
5583,90,0.76,89,85,5,10,2,private,0
5584,67,0.28,91,73,7,8,2,private,1
5585,81,4.45,96,94,4,7,3,private,0
5586,47,2.49,78,32,5,0,0,private,0
5587,48,7.11,77,49,4,9,2,private,0
5588,11,0.42,96,21,7,8,3,public,0
5589,81,0.63,85,78,3,1,2,private,0
5590,88,1.46,86,75,5,4,3,private,0
5591,50,5.81,94,70,7,0,2,private,0
5592,55,1.46,91,37,5,8,3,private,0
5593,46,2.1,91,43,6,1,3,private,0
5594,67,1.44,90,66,3,5,3,private,1
5595,80,0.33,93,100,6,3,4,private,0
5596,29,11.22,89,7,9,4,4,private,0
5597,67,3.18,84,67,6,9,2,private,0
5598,55,6.2,88,49,7,4,1,public,0
5599,62,4.3,87,56,3,10,4,private,0
5600,68,2.89,86,84,6,1,2,public,0
5601,57,0.38,87,47,9,2,4,private,0
5602,58,4.12,100,45,3,4,1,private,1
5603,56,0.68,90,44,3,9,3,public,0
5604,77,2.14,85,79,6,7,3,public,1
5605,68,3.97,73,68,7,5,2,private,0
5606,64,6.1,96,61,9,5,2,public,0
5607,37,4.62,87,32,10,0,4,public,0
5608,53,4.45,87,67,4,7,2,public,0
5609,76,0.65,73,56,6,6,3,private,1
5610,61,1.7,79,73,7,7,0,private,0
5611,72,0.18,96,58,5,6,4,public,0
5612,92,5.08,75,100,5,9,1,public,0
5613,79,12.2,93,87,8,5,1,private,1
5614,62,1.23,83,68,4,1,4,public,0
5615,51,0.37,88,50,4,4,1,private,0
5616,14,2.58,69,10,6,9,3,private,0
5617,57,7.77,87,59,9,3,3,public,1
5618,54,3.21,91,65,5,2,3,private,0
5619,67,0.19,74,64,5,8,1,public,0
5620,57,14.64,74,52,5,1,1,public,0
5621,54,7.06,89,54,6,2,3,private,1
5622,28,0.56,98,25,4,5,2,private,0
5623,43,10.19,100,41,8,1,4,private,0
5624,69,2.4,97,86,2,2,1,public,1
5625,91,1.86,73,83,4,9,1,public,0
5626,58,2.47,95,71,1,4,1,public,0
5627,66,7.2,91,75,10,5,2,public,1
5628,77,4.31,94,63,7,6,3,private,0
5629,45,0.24,90,38,7,3,3,private,0
5630,67,12.64,98,66,9,9,2,public,1
5631,47,0.64,80,46,6,5,2,private,0
5632,76,5.47,60,71,9,10,0,public,0
5633,63,4.04,97,73,8,1,2,public,1
5634,65,0.83,95,67,4,3,2,public,0
5635,46,0.75,87,47,7,9,2,private,0
5636,73,8.17,88,86,7,7,1,public,0
5637,98,2.18,99,91,4,6,2,private,1
5638,42,4.25,81,36,8,8,2,private,1
5639,54,2.81,86,50,4,9,3,private,0
5640,64,5.2,91,50,5,2,2,private,0
5641,74,2.61,60,74,5,1,2,public,0
5642,50,1.36,95,56,5,9,3,private,0
5643,9,1.81,68,0,9,8,2,private,1
5644,84,7.84,84,74,10,7,2,private,0
5645,74,2.52,95,74,9,2,1,private,0
5646,29,0.96,87,32,5,4,3,public,0
5647,49,10.91,97,47,8,0,2,private,0
5648,88,6.37,74,84,4,10,2,private,0
5649,86,0.23,97,99,3,9,2,private,0
5650,77,27.41,90,71,7,7,2,private,1
5651,57,4.75,99,72,7,0,3,private,0
5652,61,0.7,89,55,4,1,3,public,0
5653,58,1.08,98,63,10,5,2,private,0
5654,80,4.72,87,74,8,0,4,private,0
5655,44,6.05,78,40,6,6,3,private,0
5656,45,1.09,94,39,7,5,4,private,0
5657,78,1.19,76,85,5,10,3,public,0
5658,59,1.47,95,75,7,2,2,private,0
5659,85,3.65,82,86,5,5,1,private,0
5660,48,0.75,96,38,5,6,0,private,0
5661,59,0.44,98,65,8,5,1,public,1
5662,43,4.54,78,58,4,9,2,public,1
5663,60,6.04,90,69,4,2,3,private,0
5664,33,2.78,92,19,4,2,2,private,0
5665,51,1.81,90,45,8,8,0,private,0
5666,34,2.26,99,26,6,6,3,private,0
5667,72,1.97,61,73,5,10,1,public,0
5668,73,12.87,76,79,9,1,1,private,0
5669,29,5.85,91,40,2,4,2,public,0
5670,84,0.93,88,88,10,6,1,public,0
5671,100,1.94,91,100,7,7,2,private,0
5672,61,3.14,92,79,10,4,2,private,0
5673,48,3.8,80,62,7,0,4,public,0
5674,100,2.53,77,93,8,10,2,private,1
5675,36,6.65,87,43,7,5,1,private,0
5676,60,5.84,82,65,5,1,0,private,0
5677,63,2.81,95,82,8,9,2,private,0
5678,84,7.71,87,100,10,6,2,public,1
5679,66,5.56,96,62,5,4,2,public,1
5680,51,6.03,79,53,9,1,1,private,0
5681,43,12.53,78,44,2,7,3,public,1
5682,54,1.24,85,66,7,4,2,private,1
5683,42,1.25,86,41,7,2,1,public,0
5684,61,8.79,99,68,4,5,2,private,0
5685,50,5.92,97,51,2,3,2,private,0
5686,33,10.44,92,18,4,5,4,private,0
5687,83,0.26,91,83,3,1,2,public,0
5688,51,3.95,90,54,8,10,2,private,0
5689,37,0.62,59,40,6,2,2,private,0
5690,57,2.8,89,68,3,3,3,public,0
5691,61,0.68,77,58,6,4,1,private,0
5692,29,0.55,75,19,7,10,2,private,0
5693,66,0.05,95,81,10,7,3,private,1
5694,41,3.98,94,37,5,10,4,public,1
5695,91,1.78,66,94,9,1,3,private,0
5696,69,0.44,91,71,7,9,1,private,0
5697,53,1.56,71,39,5,6,2,private,0
5698,47,0.74,96,63,6,7,4,public,0
5699,58,11.37,95,62,9,3,0,public,1
5700,71,1.54,85,78,7,8,4,private,0
5701,60,1.63,91,74,6,9,1,private,0
5702,56,7.33,82,56,7,10,2,private,0
5703,61,4.17,82,68,7,6,1,private,0
5704,49,4.95,90,52,6,3,3,private,0
5705,54,4.04,96,63,6,8,3,public,0
5706,22,11.69,99,19,1,3,2,public,0
5707,78,0.93,62,95,5,4,1,private,0
5708,65,18.05,82,55,10,9,2,private,0
5709,46,7.11,96,61,6,0,1,public,1
5710,94,3.56,83,100,5,9,2,private,0
5711,62,4.34,92,66,7,5,2,private,0
5712,41,4.19,95,42,6,6,0,public,1
5713,75,0.24,99,90,5,7,2,public,0
5714,67,0.98,86,78,5,1,3,public,0
5715,67,13.03,94,60,6,6,2,private,0
5716,52,3.06,99,59,5,3,1,private,1
5717,68,1.9,97,67,9,3,4,public,1
5718,55,5.74,96,60,6,1,3,public,1
5719,70,2.97,94,77,10,7,2,private,0
5720,26,0.05,97,19,4,5,3,private,0
5721,52,5.33,95,39,4,7,2,private,0
5722,91,5.27,83,86,6,0,2,private,0
5723,46,0.72,78,60,2,10,2,public,0
5724,49,12.55,96,51,5,7,2,private,0
5725,52,1.01,98,66,2,1,3,private,0
5726,38,2.45,70,57,7,4,3,public,0
5727,20,0.49,89,23,3,5,2,private,0
5728,56,3.7,86,62,7,5,3,public,0
5729,62,1.88,99,72,10,5,2,public,0
5730,59,1.74,86,40,5,8,1,public,0
5731,57,7.02,88,52,4,5,2,public,0
5732,61,0.04,84,62,8,1,2,private,0
5733,78,6.4,76,90,4,4,3,public,1
5734,57,3.39,92,44,6,8,0,public,0
5735,50,17.1,75,59,9,4,2,private,0
5736,55,3.56,80,51,9,7,2,public,0
5737,70,0.23,98,77,2,7,2,private,1
5738,85,0.21,86,82,4,9,3,public,0
5739,49,8.59,93,48,5,10,4,public,0
5740,62,7.36,93,58,6,9,3,private,1
5741,66,1.7,90,63,5,4,4,private,0
5742,42,3.85,92,55,7,3,2,private,1
5743,60,2.69,73,51,3,6,1,public,1
5744,34,13.66,95,21,5,3,3,private,0
5745,28,11.98,93,17,5,8,3,private,1
5746,67,16.5,93,63,6,9,2,public,1
5747,53,8.05,73,53,5,5,2,public,1
5748,64,9.61,90,67,7,0,2,private,0
5749,60,0.98,80,60,2,9,2,public,0
5750,42,7.11,90,37,10,2,4,private,0
5751,59,4.94,97,80,5,6,2,private,0
5752,38,13.16,84,45,7,4,4,private,0
5753,85,3.39,99,78,4,3,2,private,0
5754,36,0.36,88,37,5,3,3,private,0
5755,56,3.64,85,68,7,8,1,private,0
5756,41,4.64,88,37,10,2,3,private,0
5757,70,1.0,91,69,6,3,4,private,0
5758,54,2.0,94,51,3,6,3,private,0
5759,51,3.65,69,64,3,9,1,public,0
5760,75,1.87,91,80,6,6,3,public,0
5761,61,1.88,76,56,5,8,3,private,0
5762,69,0.57,86,92,9,1,2,public,0
5763,42,11.3,86,33,3,4,3,private,0
5764,35,5.55,84,36,6,0,3,private,0
5765,62,0.0,92,75,6,3,2,private,0
5766,54,5.8,96,54,5,10,0,public,0
5767,71,5.39,73,69,7,8,3,private,0
5768,59,0.04,86,64,9,6,3,private,0
5769,64,1.85,92,67,8,3,4,private,0
5770,31,3.73,91,24,8,1,2,private,0
5771,94,2.41,92,100,6,5,1,private,1
5772,57,6.02,95,50,4,10,2,private,0
5773,73,2.22,77,60,3,1,2,private,0
5774,45,0.67,70,48,4,6,2,private,0
5775,66,14.99,99,59,9,9,2,private,1
5776,37,1.11,91,39,6,3,1,public,0
5777,68,5.06,84,73,8,10,3,public,1
5778,54,0.62,89,57,4,10,1,public,1
5779,61,1.6,76,94,4,7,2,private,0
5780,73,2.33,83,89,5,5,1,public,0
5781,38,0.85,83,45,5,8,2,public,0
5782,48,2.39,94,55,7,9,1,private,0
5783,68,0.68,85,78,3,2,2,public,0
5784,98,3.27,67,100,3,10,1,public,0
5785,58,4.36,67,59,2,3,2,private,0
5786,71,0.26,84,72,5,3,3,public,0
5787,58,8.2,73,55,6,9,3,private,0
5788,95,0.82,96,100,7,9,3,private,0
5789,29,1.02,85,21,6,6,2,private,0
5790,62,4.33,76,73,1,2,3,private,1
5791,31,2.53,93,41,7,5,3,public,0
5792,15,2.77,95,24,2,1,3,private,0
5793,65,0.55,95,67,8,10,2,private,0
5794,63,6.55,90,56,4,0,3,private,0
5795,55,3.84,99,61,4,3,2,private,0
5796,58,0.58,80,64,8,1,2,public,0
5797,100,1.87,99,100,2,1,2,public,0
5798,55,6.65,94,63,8,4,2,private,1
5799,69,3.36,75,74,4,4,0,private,0
5800,48,0.46,93,50,4,10,2,private,1
5801,65,1.87,96,63,5,1,2,private,1
5802,56,1.11,87,61,2,9,2,public,0
5803,53,2.91,90,61,7,2,2,public,0
5804,93,7.42,92,87,2,4,2,private,1
5805,81,2.29,78,78,5,8,2,private,0
5806,62,2.27,89,55,7,10,1,public,0
5807,19,9.43,100,26,8,2,1,public,0
5808,54,3.43,93,67,3,0,4,public,1
5809,100,3.34,96,75,10,0,2,public,0
5810,56,1.21,89,55,7,1,2,private,0
5811,80,3.74,72,100,9,4,2,private,0
5812,86,3.43,83,95,6,3,3,private,0
5813,64,2.02,87,70,6,9,3,public,0
5814,45,18.71,71,35,3,7,3,public,1
5815,16,8.54,89,27,4,10,3,private,0
5816,72,5.54,99,73,10,9,3,private,1
5817,45,3.08,88,55,9,5,3,public,0
5818,63,2.48,100,87,7,3,2,private,0
5819,38,0.82,95,27,8,5,2,private,0
5820,55,1.46,90,71,3,5,3,private,0
5821,61,5.95,88,60,4,8,2,public,0
5822,65,2.42,74,79,9,7,1,public,0
5823,40,8.56,77,36,6,6,4,private,1
5824,82,0.64,89,74,8,0,3,public,0
5825,49,2.84,88,58,5,2,3,private,0
5826,30,4.16,94,15,4,10,4,private,0
5827,58,2.91,97,52,6,9,2,private,0
5828,61,8.8,93,55,6,10,2,public,0
5829,63,18.25,96,58,8,6,2,public,0
5830,85,0.49,94,93,5,9,2,private,0
5831,56,0.56,94,63,8,9,3,private,1
5832,58,0.56,76,59,5,9,1,private,0
5833,40,4.57,68,34,3,6,2,public,0
5834,75,1.87,87,75,7,8,2,public,0
5835,63,5.29,97,52,10,8,2,public,0
5836,52,2.08,68,41,7,9,1,private,0
5837,26,3.95,93,20,5,9,1,public,0
5838,86,5.88,82,73,10,0,2,private,0
5839,38,3.18,97,41,8,7,0,private,0
5840,49,3.1,92,56,7,6,1,public,0
5841,66,0.37,84,67,2,1,4,public,0
5842,38,2.12,98,28,7,0,3,private,0
5843,33,3.16,97,30,8,6,3,private,1
5844,22,2.48,96,32,3,9,0,private,0
5845,73,9.24,98,86,9,7,1,public,1
5846,50,9.48,79,39,4,3,2,private,0
5847,100,6.9,94,100,8,9,3,private,1
5848,42,1.88,69,35,6,0,2,public,0
5849,43,5.05,72,56,6,8,2,private,0
5850,50,2.01,60,64,6,6,0,private,1
5851,64,1.06,97,40,2,0,4,public,0
5852,52,1.68,93,44,4,1,2,public,0
5853,71,0.29,86,76,2,10,2,private,0
5854,42,1.61,59,21,9,0,2,public,0
5855,35,2.47,69,51,7,6,2,private,0
5856,28,12.45,86,33,7,5,3,public,0
5857,20,1.5,82,6,6,10,4,private,0
5858,51,9.31,97,62,6,9,3,public,0
5859,55,1.04,90,66,4,9,3,public,0
5860,49,0.85,70,56,4,1,1,private,0
5861,82,2.93,91,87,6,9,3,public,1
5862,82,4.47,89,92,0,4,3,private,0
5863,54,0.18,93,44,9,7,3,private,0
5864,28,1.0,91,31,2,8,2,private,0
5865,50,2.43,88,43,4,2,4,private,0
5866,49,1.61,74,61,5,2,2,private,0
5867,48,4.99,92,48,10,3,2,public,0
5868,47,2.86,80,25,0,3,2,private,0
5869,48,0.7,88,33,2,9,0,private,1
5870,53,8.99,76,53,5,4,2,private,0
5871,49,1.39,70,44,7,6,2,private,0
5872,64,5.25,59,59,5,9,2,public,0
5873,66,6.05,91,58,3,4,1,public,0
5874,44,13.2,86,36,4,6,1,public,1
5875,83,2.76,88,87,7,1,3,public,0
5876,42,3.83,75,50,10,7,3,public,0
5877,31,1.63,85,34,0,4,2,public,0
5878,67,4.54,88,74,5,3,2,private,1
5879,45,2.49,77,46,7,1,3,private,1
5880,66,2.3,99,51,8,5,2,private,0
5881,17,7.74,90,32,4,10,1,private,0
5882,85,0.21,78,99,2,0,3,private,0
5883,72,8.55,78,78,7,10,2,private,0
5884,33,7.64,97,21,7,2,4,private,0
5885,33,2.82,91,18,6,8,1,public,0
5886,90,2.69,93,83,2,1,0,public,0
5887,47,1.8,92,69,7,9,2,private,1
5888,45,20.58,73,49,2,8,2,public,0
5889,19,0.47,74,19,4,2,2,private,0
5890,54,3.57,87,55,5,6,1,public,1
5891,56,4.58,79,52,6,2,1,public,0
5892,73,10.89,95,72,10,6,4,public,1
5893,35,6.06,88,36,5,4,2,private,1
5894,33,4.13,98,27,9,6,3,private,0
5895,68,0.5,89,56,7,7,1,private,0
5896,78,1.87,98,79,2,6,2,public,0
5897,32,0.6,76,24,6,8,2,public,1
5898,79,8.52,91,90,6,8,0,private,0
5899,61,5.54,98,66,6,7,2,private,0
5900,80,5.67,95,79,9,7,2,public,1
5901,59,4.23,72,52,5,1,4,private,0
5902,15,2.83,92,22,5,0,3,public,0
5903,57,0.65,97,64,6,9,2,public,0
5904,79,1.6,91,74,4,3,2,private,0
5905,44,0.59,96,48,3,1,2,public,0
5906,53,5.16,84,44,7,7,3,private,0
5907,57,0.7,90,59,6,1,3,private,0
5908,8,4.84,69,0,6,7,1,private,0
5909,90,4.71,86,85,3,2,3,private,0
5910,44,2.46,81,53,3,1,1,public,0
5911,69,0.58,95,81,6,2,2,private,0
5912,58,1.51,92,44,6,9,0,public,0
5913,83,1.54,99,81,7,10,2,private,1
5914,67,4.82,82,74,1,5,2,private,0
5915,56,0.48,94,46,5,1,4,public,0
5916,44,7.07,80,40,7,9,2,private,0
5917,74,5.73,79,79,7,7,4,public,0
5918,26,0.82,75,21,3,2,1,public,0
5919,72,5.08,96,59,7,8,2,public,0
5920,40,4.42,90,37,5,5,2,private,1
5921,83,5.52,89,81,2,8,2,private,0
5922,63,0.84,82,79,4,0,1,private,0
5923,72,0.69,97,96,5,2,0,private,0
5924,61,1.08,99,64,8,10,2,private,0
5925,28,1.82,97,29,10,6,3,private,0
5926,45,6.31,96,34,4,2,1,public,1
5927,72,5.36,87,58,7,8,1,private,1
5928,63,10.39,84,75,5,5,3,private,0
5929,81,0.24,96,66,5,6,1,private,0
5930,67,0.05,78,74,7,3,2,private,0
5931,43,4.8,88,67,7,0,2,public,1
5932,46,1.31,99,36,6,6,2,private,1
5933,62,1.63,88,43,4,2,1,public,1
5934,18,3.17,89,23,7,0,2,public,1
5935,90,0.43,89,100,5,10,2,private,1
5936,68,4.12,87,58,5,8,4,public,0
5937,82,1.57,69,92,2,9,2,private,0
5938,32,4.01,77,44,4,6,4,public,0
5939,82,7.18,79,86,8,1,1,private,0
5940,100,0.75,96,96,5,7,3,private,0
5941,36,10.69,71,44,3,3,1,private,0
5942,74,3.03,80,69,2,10,1,public,0
5943,60,10.25,88,60,7,9,3,private,0
5944,32,0.93,83,28,5,10,2,public,0
5945,69,3.71,75,72,7,7,3,private,1
5946,75,2.07,87,77,9,6,2,public,1
5947,49,5.95,91,49,8,8,3,private,1
5948,81,3.72,84,79,3,2,2,private,0
5949,30,2.73,92,36,6,8,3,public,1
5950,33,9.77,89,26,2,7,1,private,0
5951,62,1.89,94,54,8,7,2,public,0
5952,60,0.99,83,71,5,0,1,public,0
5953,47,3.75,86,56,5,7,2,public,0
5954,75,3.91,81,68,8,4,3,public,0
5955,70,2.31,93,62,2,8,1,public,0
5956,75,2.67,91,68,5,5,1,private,0
5957,58,12.83,71,40,6,1,4,public,0
5958,71,5.28,77,80,4,0,4,private,0
5959,52,0.47,91,56,5,5,0,private,0
5960,97,0.95,85,88,7,7,3,private,1
5961,45,14.85,76,52,5,4,4,public,0
5962,98,5.19,94,100,4,2,3,public,0
5963,61,9.86,74,60,3,10,2,private,0
5964,35,1.45,84,40,3,9,4,private,0
5965,85,5.42,88,89,2,7,3,private,0
5966,62,5.01,99,62,7,4,3,private,0
5967,75,1.4,89,75,6,6,1,public,0
5968,82,3.2,94,86,6,4,3,private,0
5969,66,3.95,87,68,6,9,3,private,0
5970,49,2.62,89,45,9,7,3,private,0
5971,78,7.02,86,72,2,0,2,public,0
5972,60,7.16,97,76,3,7,2,public,1
5973,72,7.6,98,68,3,8,3,private,0
5974,21,6.51,82,8,6,8,2,private,0
5975,68,2.68,96,80,8,7,3,private,0
5976,49,1.92,90,49,9,10,2,private,0
5977,90,7.12,88,89,7,0,3,private,0
5978,71,2.69,93,70,10,7,2,public,0
5979,64,1.13,82,77,7,8,3,public,0
5980,69,2.83,73,59,6,6,4,private,0
5981,42,0.61,95,53,8,4,1,public,0
5982,89,4.71,86,92,6,7,4,public,0
5983,96,1.64,84,100,3,5,2,public,0
5984,67,1.21,92,62,2,2,1,private,0
5985,89,12.54,84,100,9,6,3,public,1
5986,50,6.0,81,49,2,4,3,private,1
5987,46,6.19,89,45,4,9,2,private,1
5988,61,3.91,92,52,5,8,1,public,1
5989,68,7.31,90,67,8,10,3,private,0
5990,53,5.69,93,44,7,6,2,public,0
5991,70,3.65,95,92,4,10,3,private,0
5992,66,12.99,98,48,6,3,0,private,0
5993,42,0.85,80,19,3,6,3,private,0
5994,69,11.49,93,63,4,10,1,public,1
5995,76,2.05,85,80,6,7,2,private,0
5996,63,3.01,92,77,6,9,4,private,0
